CAL_DT,CAL_TYPE_DESC,DAY_OF_WK_NUM,DAY_OF_WK_DESC,YR_NUM,WK_NUM,YR_WK_NUM,MNTH_NUM,YR_MNTH_NUM,QTR_NUM,YR_QTR_NUM
2013-08-22,Fiscal,4,Thursday,2013,34,201334,8,20138,3,20133
2004-08-09,Fiscal,1,Monday,2004,33,200433,8,20048,3,20043
2021-05-02,Fiscal,0,Sunday,2021,18,202118,4,20214,2,20212
2025-01-05,Fiscal,0,Sunday,2025,2,202502,1,20251,1,20251
2004-08-18,Fiscal,3,Wednesday,2004,34,200434,8,20048,3,20043
2011-05-20,Fiscal,5,Friday,2011,20,201120,5,20115,2,20112
2010-11-05,Fiscal,5,Friday,2010,44,201044,10,201010,4,20104
2022-09-17,Fiscal,6,Saturday,2022,37,202237,9,20229,3,20223
2018-10-07,Fiscal,0,Sunday,2018,41,201841,10,201810,4,20184
2012-04-06,Fiscal,5,Friday,2012,14,201214,4,20124,2,20122
2006-03-29,Fiscal,3,Wednesday,2006,13,200613,3,20063,1,20061
2006-12-21,Fiscal,4,Thursday,2006,51,200651,12,200612,4,20064
2024-01-06,Fiscal,6,Saturday,2024,1,202401,1,20241,1,20241
2002-08-12,Fiscal,1,Monday,2002,33,200233,8,20028,3,20023
2001-01-29,Fiscal,1,Monday,2001,5,200105,2,20012,1,20011
2014-07-15,Fiscal,2,Tuesday,2014,29,201429,7,20147,3,20143
2004-09-17,Fiscal,5,Friday,2004,38,200438,9,20049,3,20043
2017-06-11,Fiscal,0,Sunday,2017,24,201724,6,20176,2,20172
2007-11-05,Fiscal,1,Monday,2007,45,200745,11,200711,4,20074
2006-08-10,Fiscal,4,Thursday,2006,32,200632,8,20068,3,20063
2008-04-04,Fiscal,5,Friday,2008,14,200814,4,20084,2,20082
2001-04-01,Fiscal,0,Sunday,2001,14,200114,4,20014,2,20012
2019-10-16,Fiscal,3,Wednesday,2019,42,201942,10,201910,4,20194
2020-07-09,Fiscal,4,Thursday,2020,28,202028,7,20207,3,20203
2024-09-03,Fiscal,2,Tuesday,2024,36,202436,9,20249,3,20243
2009-08-11,Fiscal,2,Tuesday,2009,33,200933,8,20098,3,20093
2011-12-21,Fiscal,3,Wednesday,2011,51,201151,12,201112,4,20114
2004-04-30,Fiscal,5,Friday,2004,18,200418,4,20044,2,20042
2023-10-10,Fiscal,2,Tuesday,2023,41,202341,10,202310,4,20234
1999-03-25,Fiscal,4,Thursday,1999,13,199913,3,19993,1,19991
2012-03-18,Fiscal,0,Sunday,2012,12,201212,3,20123,1,20121
2016-12-18,Fiscal,0,Sunday,2016,51,201651,12,201612,4,20164
2022-08-11,Fiscal,4,Thursday,2022,32,202232,8,20228,3,20223
2008-04-06,Fiscal,0,Sunday,2008,15,200815,4,20084,2,20082
2012-01-22,Fiscal,0,Sunday,2012,4,201204,1,20121,1,20121
2017-08-05,Fiscal,6,Saturday,2017,31,201731,7,20177,3,20173
2019-05-12,Fiscal,0,Sunday,2019,20,201920,5,20195,2,20192
2026-03-23,Fiscal,1,Monday,2026,13,202613,3,20263,1,20261
2006-08-16,Fiscal,3,Wednesday,2006,33,200633,8,20068,3,20063
2009-10-21,Fiscal,3,Wednesday,2009,43,200943,10,200910,4,20094
2019-08-18,Fiscal,0,Sunday,2019,34,201934,8,20198,3,20193
2018-08-12,Fiscal,0,Sunday,2018,33,201833,8,20188,3,20183
2017-09-15,Fiscal,5,Friday,2017,37,201737,9,20179,3,20173
2019-07-15,Fiscal,1,Monday,2019,29,201929,7,20197,3,20193
2006-05-26,Fiscal,5,Friday,2006,21,200621,5,20065,2,20062
2024-06-23,Fiscal,0,Sunday,2024,26,202426,6,20246,2,20242
2007-02-16,Fiscal,5,Friday,2007,7,200707,2,20072,1,20071
2017-02-09,Fiscal,4,Thursday,2017,6,201706,2,20172,1,20171
2015-02-26,Fiscal,4,Thursday,2015,9,201509,2,20152,1,20151
2020-05-27,Fiscal,3,Wednesday,2020,22,202022,5,20205,2,20202
2024-05-21,Fiscal,2,Tuesday,2024,21,202421,5,20245,2,20242
2018-07-14,Fiscal,6,Saturday,2018,28,201828,7,20187,3,20183
2016-08-21,Fiscal,0,Sunday,2016,34,201634,8,20168,3,20163
2008-02-18,Fiscal,1,Monday,2008,8,200808,2,20082,1,20081
2015-09-24,Fiscal,4,Thursday,2015,39,201539,9,20159,3,20153
2025-05-14,Fiscal,3,Wednesday,2025,20,202520,5,20255,2,20252
1998-03-05,Fiscal,4,Thursday,1998,10,199810,3,19983,1,19981
1998-04-18,Fiscal,6,Saturday,1998,16,199816,4,19984,2,19982
1998-10-27,Fiscal,2,Tuesday,1998,44,199844,11,199811,4,19984
1998-08-26,Fiscal,3,Wednesday,1998,35,199835,9,19989,3,19983
1998-04-24,Fiscal,5,Friday,1998,17,199817,4,19984,2,19982
1998-05-09,Fiscal,6,Saturday,1998,19,199819,5,19985,2,19982
2016-05-15,Fiscal,0,Sunday,2016,20,201620,5,20165,2,20162
2009-03-22,Fiscal,0,Sunday,2009,13,200913,3,20093,1,20091
2011-08-24,Fiscal,3,Wednesday,2011,34,201134,8,20118,3,20113
2019-11-12,Fiscal,2,Tuesday,2019,46,201946,11,201911,4,20194
2020-07-22,Fiscal,3,Wednesday,2020,30,202030,7,20207,3,20203
2009-02-11,Fiscal,3,Wednesday,2009,7,200907,2,20092,1,20091
2011-08-17,Fiscal,3,Wednesday,2011,33,201133,8,20118,3,20113
2020-05-04,Fiscal,1,Monday,2020,19,202019,5,20205,2,20202
2021-01-06,Fiscal,3,Wednesday,2021,1,202101,1,20211,1,20211
2010-03-17,Fiscal,3,Wednesday,2010,11,201011,3,20103,1,20101
2014-06-18,Fiscal,3,Wednesday,2014,25,201425,6,20146,2,20142
2004-10-03,Fiscal,0,Sunday,2004,41,200441,10,200410,4,20044
2023-09-23,Fiscal,6,Saturday,2023,38,202338,9,20239,3,20233
2000-06-02,Fiscal,5,Friday,2000,23,200023,6,20006,2,20002
2020-01-01,Fiscal,3,Wednesday,2020,1,202001,1,20201,1,20201
2017-07-10,Fiscal,1,Monday,2017,28,201728,7,20177,3,20173
2006-09-24,Fiscal,0,Sunday,2006,39,200639,9,20069,3,20063
2021-05-05,Fiscal,3,Wednesday,2021,18,202118,4,20214,2,20212
1999-12-02,Fiscal,4,Thursday,1999,49,199949,12,199912,4,19994
2009-08-24,Fiscal,1,Monday,2009,35,200935,8,20098,3,20093
1999-10-05,Fiscal,2,Tuesday,1999,41,199941,10,199910,4,19994
2001-03-24,Fiscal,6,Saturday,2001,12,200112,3,20013,1,20011
2022-07-21,Fiscal,4,Thursday,2022,29,202229,7,20227,3,20223
2001-05-02,Fiscal,3,Wednesday,2001,18,200118,5,20015,2,20012
2009-06-28,Fiscal,0,Sunday,2009,27,200927,7,20097,3,20093
2017-07-25,Fiscal,2,Tuesday,2017,30,201730,7,20177,3,20173
2019-05-16,Fiscal,4,Thursday,2019,20,201920,5,20195,2,20192
2025-06-15,Fiscal,0,Sunday,2025,25,202525,6,20256,2,20252
2001-03-10,Fiscal,6,Saturday,2001,10,200110,3,20013,1,20011
2009-05-31,Fiscal,0,Sunday,2009,23,200923,6,20096,2,20092
2004-09-24,Fiscal,5,Friday,2004,39,200439,9,20049,3,20043
2021-04-03,Fiscal,6,Saturday,2021,13,202113,3,20213,1,20211
2016-02-09,Fiscal,2,Tuesday,2016,6,201606,2,20162,1,20161
2010-08-14,Fiscal,6,Saturday,2010,32,201032,8,20108,3,20103
2000-12-10,Fiscal,0,Sunday,2000,51,200051,12,200012,4,20004
2025-12-07,Fiscal,0,Sunday,2025,50,202550,12,202512,4,20254
2000-06-01,Fiscal,4,Thursday,2000,23,200023,6,20006,2,20002
2009-04-24,Fiscal,5,Friday,2009,17,200917,4,20094,2,20092
1999-11-23,Fiscal,2,Tuesday,1999,48,199948,12,199912,4,19994
2003-06-24,Fiscal,2,Tuesday,2003,26,200326,6,20036,2,20032
2022-10-11,Fiscal,2,Tuesday,2022,41,202241,10,202210,4,20224
2009-01-04,Fiscal,0,Sunday,2009,2,200902,1,20091,1,20091
2017-04-04,Fiscal,2,Tuesday,2017,14,201714,4,20174,2,20172
2009-02-08,Fiscal,0,Sunday,2009,7,200907,2,20092,1,20091
2022-08-15,Fiscal,1,Monday,2022,33,202233,8,20228,3,20223
2009-08-02,Fiscal,0,Sunday,2009,32,200932,8,20098,3,20093
1999-09-24,Fiscal,5,Friday,1999,39,199939,9,19999,3,19993
2010-09-11,Fiscal,6,Saturday,2010,36,201036,9,20109,3,20103
2025-02-22,Fiscal,6,Saturday,2025,8,202508,2,20252,1,20251
2004-04-09,Fiscal,5,Friday,2004,15,200415,4,20044,2,20042
2016-08-31,Fiscal,3,Wednesday,2016,35,201635,8,20168,3,20163
2009-07-26,Fiscal,0,Sunday,2009,31,200931,7,20097,3,20093
2022-05-19,Fiscal,4,Thursday,2022,20,202220,5,20225,2,20222
2007-10-02,Fiscal,2,Tuesday,2007,40,200740,10,200710,4,20074
2011-05-07,Fiscal,6,Saturday,2011,18,201118,4,20114,2,20112
2016-01-01,Fiscal,5,Friday,2015,53,201553,12,201512,4,20154
2025-08-01,Fiscal,5,Friday,2025,31,202531,7,20257,3,20253
2016-02-10,Fiscal,3,Wednesday,2016,6,201606,2,20162,1,20161
2001-11-26,Fiscal,1,Monday,2001,48,200148,12,200112,4,20014
2016-10-29,Fiscal,6,Saturday,2016,43,201643,10,201610,4,20164
2019-04-11,Fiscal,4,Thursday,2019,15,201915,4,20194,2,20192
2022-09-21,Fiscal,3,Wednesday,2022,38,202238,9,20229,3,20223
2007-11-16,Fiscal,5,Friday,2007,46,200746,11,200711,4,20074
2017-10-12,Fiscal,4,Thursday,2017,41,201741,10,201710,4,20174
2012-10-23,Fiscal,2,Tuesday,2012,43,201243,10,201210,4,20124
2023-04-26,Fiscal,3,Wednesday,2023,17,202317,4,20234,2,20232
2018-11-20,Fiscal,2,Tuesday,2018,47,201847,11,201811,4,20184
2012-04-30,Fiscal,1,Monday,2012,18,201218,4,20124,2,20122
2005-02-20,Fiscal,0,Sunday,2005,8,200508,2,20052,1,20051
2021-12-30,Fiscal,4,Thursday,2021,52,202152,12,202112,4,20214
2009-10-13,Fiscal,2,Tuesday,2009,42,200942,10,200910,4,20094
2017-07-04,Fiscal,2,Tuesday,2017,27,201727,7,20177,3,20173
2015-08-11,Fiscal,2,Tuesday,2015,33,201533,8,20158,3,20153
2021-12-05,Fiscal,0,Sunday,2021,49,202149,12,202112,4,20214
2016-04-19,Fiscal,2,Tuesday,2016,16,201616,4,20164,2,20162
2010-04-19,Fiscal,1,Monday,2010,16,201016,4,20104,2,20102
2004-04-11,Fiscal,0,Sunday,2004,16,200416,4,20044,2,20042
2000-06-24,Fiscal,6,Saturday,2000,26,200026,6,20006,2,20002
2022-04-03,Fiscal,0,Sunday,2022,14,202214,4,20224,2,20222
2009-05-22,Fiscal,5,Friday,2009,21,200921,5,20095,2,20092
2011-02-17,Fiscal,4,Thursday,2011,7,201107,2,20112,1,20111
2017-12-26,Fiscal,2,Tuesday,2017,52,201752,12,201712,4,20174
2026-04-30,Fiscal,4,Thursday,2026,18,202618,4,20264,2,20262
2008-01-12,Fiscal,6,Saturday,2008,2,200802,1,20081,1,20081
2011-05-30,Fiscal,1,Monday,2011,22,201122,5,20115,2,20112
2009-10-10,Fiscal,6,Saturday,2009,41,200941,10,200910,4,20094
2021-12-12,Fiscal,0,Sunday,2021,50,202150,12,202112,4,20214
2006-05-07,Fiscal,0,Sunday,2006,19,200619,5,20065,2,20062
2009-08-10,Fiscal,1,Monday,2009,33,200933,8,20098,3,20093
2004-02-17,Fiscal,2,Tuesday,2004,8,200408,2,20042,1,20041
2023-06-06,Fiscal,2,Tuesday,2023,23,202323,6,20236,2,20232
2024-10-06,Fiscal,0,Sunday,2024,41,202441,10,202410,4,20244
2008-06-01,Fiscal,0,Sunday,2008,23,200823,6,20086,2,20082
2007-07-25,Fiscal,3,Wednesday,2007,30,200730,7,20077,3,20073
2006-01-09,Fiscal,1,Monday,2006,2,200602,1,20061,1,20061
2021-05-09,Fiscal,0,Sunday,2021,19,202119,5,20215,2,20212
2008-08-01,Fiscal,5,Friday,2008,31,200831,7,20087,3,20083
2012-03-09,Fiscal,5,Friday,2012,10,201210,3,20123,1,20121
2013-04-17,Fiscal,3,Wednesday,2013,16,201316,4,20134,2,20132
2022-07-26,Fiscal,2,Tuesday,2022,30,202230,7,20227,3,20223
2018-06-28,Fiscal,4,Thursday,2018,26,201826,6,20186,2,20182
2017-09-23,Fiscal,6,Saturday,2017,38,201738,9,20179,3,20173
2015-12-21,Fiscal,1,Monday,2015,52,201552,12,201512,4,20154
2022-11-12,Fiscal,6,Saturday,2022,45,202245,11,202211,4,20224
1999-06-29,Fiscal,2,Tuesday,1999,27,199927,7,19997,3,19993
2010-09-01,Fiscal,3,Wednesday,2010,35,201035,8,20108,3,20103
2015-01-02,Fiscal,5,Friday,2015,1,201501,1,20151,1,20151
2014-04-08,Fiscal,2,Tuesday,2014,15,201415,4,20144,2,20142
2023-12-31,Fiscal,0,Sunday,2024,1,202401,1,20241,1,20241
2018-11-29,Fiscal,4,Thursday,2018,48,201848,11,201811,4,20184
2000-05-28,Fiscal,0,Sunday,2000,23,200023,6,20006,2,20002
2019-04-04,Fiscal,4,Thursday,2019,14,201914,4,20194,2,20192
2022-03-28,Fiscal,1,Monday,2022,13,202213,3,20223,1,20221
2018-08-13,Fiscal,1,Monday,2018,33,201833,8,20188,3,20183
2016-09-13,Fiscal,2,Tuesday,2016,37,201637,9,20169,3,20163
2010-01-15,Fiscal,5,Friday,2010,2,201002,1,20101,1,20101
2022-10-26,Fiscal,3,Wednesday,2022,43,202243,10,202210,4,20224
2018-12-19,Fiscal,3,Wednesday,2018,51,201851,12,201812,4,20184
2004-04-13,Fiscal,2,Tuesday,2004,16,200416,4,20044,2,20042
2021-01-12,Fiscal,2,Tuesday,2021,2,202102,1,20211,1,20211
2004-09-11,Fiscal,6,Saturday,2004,37,200437,9,20049,3,20043
2010-10-07,Fiscal,4,Thursday,2010,40,201040,10,201010,4,20104
2015-04-25,Fiscal,6,Saturday,2015,17,201517,4,20154,2,20152
2022-05-21,Fiscal,6,Saturday,2022,20,202220,5,20225,2,20222
2003-08-17,Fiscal,0,Sunday,2003,34,200334,8,20038,3,20033
2007-07-08,Fiscal,0,Sunday,2007,28,200728,7,20077,3,20073
2015-04-15,Fiscal,3,Wednesday,2015,16,201516,4,20154,2,20152
2021-11-02,Fiscal,2,Tuesday,2021,44,202144,10,202110,4,20214
2007-01-18,Fiscal,4,Thursday,2007,3,200703,1,20071,1,20071
2013-01-19,Fiscal,6,Saturday,2013,3,201303,1,20131,1,20131
2022-11-07,Fiscal,1,Monday,2022,45,202245,11,202211,4,20224
2006-08-27,Fiscal,0,Sunday,2006,35,200635,8,20068,3,20063
2001-08-11,Fiscal,6,Saturday,2001,32,200132,8,20018,3,20013
2015-05-21,Fiscal,4,Thursday,2015,21,201521,5,20155,2,20152
2020-09-24,Fiscal,4,Thursday,2020,39,202039,9,20209,3,20203
2025-01-27,Fiscal,1,Monday,2025,5,202505,1,20251,1,20251
1999-06-16,Fiscal,3,Wednesday,1999,25,199925,6,19996,2,19992
2018-05-06,Fiscal,0,Sunday,2018,19,201819,5,20185,2,20182
2017-04-23,Fiscal,0,Sunday,2017,17,201717,4,20174,2,20172
2004-12-08,Fiscal,3,Wednesday,2004,50,200450,12,200412,4,20044
2025-10-16,Fiscal,4,Thursday,2025,42,202542,10,202510,4,20254
2016-03-02,Fiscal,3,Wednesday,2016,9,201609,2,20162,1,20161
2000-07-04,Fiscal,2,Tuesday,2000,28,200028,7,20007,3,20003
2017-11-08,Fiscal,3,Wednesday,2017,45,201745,11,201711,4,20174
2010-10-20,Fiscal,3,Wednesday,2010,42,201042,10,201010,4,20104
2020-07-10,Fiscal,5,Friday,2020,28,202028,7,20207,3,20203
2018-11-06,Fiscal,2,Tuesday,2018,45,201845,11,201811,4,20184
2002-12-05,Fiscal,4,Thursday,2002,49,200249,12,200212,4,20024
2006-09-18,Fiscal,1,Monday,2006,38,200638,9,20069,3,20063
2019-05-27,Fiscal,1,Monday,2019,22,201922,5,20195,2,20192
2024-12-10,Fiscal,2,Tuesday,2024,50,202450,12,202412,4,20244
2003-07-04,Fiscal,5,Friday,2003,27,200327,7,20037,3,20033
1999-01-08,Fiscal,5,Friday,1999,2,199902,1,19991,1,19991
2009-08-28,Fiscal,5,Friday,2009,35,200935,8,20098,3,20093
2004-04-17,Fiscal,6,Saturday,2004,16,200416,4,20044,2,20042
2026-07-15,Fiscal,3,Wednesday,2026,29,202629,7,20267,3,20263
1999-02-10,Fiscal,3,Wednesday,1999,7,199907,2,19992,1,19991
2016-08-30,Fiscal,2,Tuesday,2016,35,201635,8,20168,3,20163
2004-02-05,Fiscal,4,Thursday,2004,6,200406,2,20042,1,20041
2021-08-21,Fiscal,6,Saturday,2021,33,202133,8,20218,3,20213
1999-05-16,Fiscal,0,Sunday,1999,21,199921,5,19995,2,19992
2002-01-14,Fiscal,1,Monday,2002,3,200203,1,20021,1,20021
2014-11-26,Fiscal,3,Wednesday,2014,48,201448,11,201411,4,20144
2025-09-25,Fiscal,4,Thursday,2025,39,202539,9,20259,3,20253
2000-09-05,Fiscal,2,Tuesday,2000,37,200037,9,20009,3,20003
2010-03-30,Fiscal,2,Tuesday,2010,13,201013,3,20103,1,20101
2011-12-17,Fiscal,6,Saturday,2011,50,201150,12,201112,4,20114
2010-07-28,Fiscal,3,Wednesday,2010,30,201030,7,20107,3,20103
2026-03-25,Fiscal,3,Wednesday,2026,13,202613,3,20263,1,20261
1997-12-31,Fiscal,3,Wednesday,1998,1,199801,1,19981,1,19981
1998-01-27,Fiscal,2,Tuesday,1998,5,199805,2,19982,1,19981
1998-06-16,Fiscal,2,Tuesday,1998,25,199825,6,19986,2,19982
1998-10-11,Fiscal,0,Sunday,1998,42,199842,10,199810,4,19984
1998-10-09,Fiscal,5,Friday,1998,41,199841,10,199810,4,19984
1998-02-15,Fiscal,0,Sunday,1998,8,199808,2,19982,1,19981
1998-08-22,Fiscal,6,Saturday,1998,34,199834,8,19988,3,19983
1998-06-08,Fiscal,1,Monday,1998,24,199824,6,19986,2,19982
1998-05-18,Fiscal,1,Monday,1998,21,199821,5,19985,2,19982
2001-02-11,Fiscal,0,Sunday,2001,7,200107,2,20012,1,20011
2009-06-03,Fiscal,3,Wednesday,2009,23,200923,6,20096,2,20092
1999-11-13,Fiscal,6,Saturday,1999,46,199946,11,199911,4,19994
2021-09-09,Fiscal,4,Thursday,2021,36,202136,9,20219,3,20213
2009-02-19,Fiscal,4,Thursday,2009,8,200908,2,20092,1,20091
2011-08-22,Fiscal,1,Monday,2011,34,201134,8,20118,3,20113
2003-07-28,Fiscal,1,Monday,2003,31,200331,7,20037,3,20033
2023-03-25,Fiscal,6,Saturday,2023,12,202312,3,20233,1,20231
2001-04-13,Fiscal,5,Friday,2001,15,200115,4,20014,2,20012
2014-06-20,Fiscal,5,Friday,2014,25,201425,6,20146,2,20142
2015-11-30,Fiscal,1,Monday,2015,49,201549,12,201512,4,20154
2023-09-30,Fiscal,6,Saturday,2023,39,202339,9,20239,3,20233
2002-10-24,Fiscal,4,Thursday,2002,43,200243,10,200210,4,20024
2009-01-26,Fiscal,1,Monday,2009,5,200905,1,20091,1,20091
2010-11-20,Fiscal,6,Saturday,2010,46,201046,11,201011,4,20104
2014-10-31,Fiscal,5,Friday,2014,44,201444,10,201410,4,20144
2023-08-13,Fiscal,0,Sunday,2023,33,202333,8,20238,3,20233
1999-12-08,Fiscal,3,Wednesday,1999,50,199950,12,199912,4,19994
2009-12-09,Fiscal,3,Wednesday,2009,50,200950,12,200912,4,20094
2017-03-28,Fiscal,2,Tuesday,2017,13,201713,3,20173,1,20171
2001-08-14,Fiscal,2,Tuesday,2001,33,200133,8,20018,3,20013
2020-12-21,Fiscal,1,Monday,2020,52,202052,12,202012,4,20204
2016-05-03,Fiscal,2,Tuesday,2016,18,201618,4,20164,2,20162
2009-07-11,Fiscal,6,Saturday,2009,28,200928,7,20097,3,20093
2006-10-31,Fiscal,2,Tuesday,2006,44,200644,10,200610,4,20064
1999-02-03,Fiscal,3,Wednesday,1999,6,199906,2,19992,1,19991
2025-10-10,Fiscal,5,Friday,2025,41,202541,10,202510,4,20254
2016-02-07,Fiscal,0,Sunday,2016,6,201606,2,20162,1,20161
2009-06-18,Fiscal,4,Thursday,2009,25,200925,6,20096,2,20092
2017-07-28,Fiscal,5,Friday,2017,30,201730,7,20177,3,20173
2015-10-31,Fiscal,6,Saturday,2015,44,201544,10,201510,4,20154
2021-04-10,Fiscal,6,Saturday,2021,14,202114,4,20214,2,20212
1999-05-28,Fiscal,5,Friday,1999,22,199922,6,19996,2,19992
2018-05-27,Fiscal,0,Sunday,2018,22,201822,5,20185,2,20182
2012-06-25,Fiscal,1,Monday,2012,26,201226,6,20126,2,20122
2020-04-27,Fiscal,1,Monday,2020,18,202018,4,20204,2,20202
2023-09-15,Fiscal,5,Friday,2023,37,202337,9,20239,3,20233
2001-05-07,Fiscal,1,Monday,2001,19,200119,5,20015,2,20012
2018-05-05,Fiscal,6,Saturday,2018,18,201818,4,20184,2,20182
2017-03-29,Fiscal,3,Wednesday,2017,13,201713,3,20173,1,20171
2013-04-05,Fiscal,5,Friday,2013,14,201314,4,20134,2,20132
2022-11-16,Fiscal,3,Wednesday,2022,46,202246,11,202211,4,20224
2009-01-10,Fiscal,6,Saturday,2009,2,200902,1,20091,1,20091
1999-06-15,Fiscal,2,Tuesday,1999,25,199925,6,19996,2,19992
2019-10-17,Fiscal,4,Thursday,2019,42,201942,10,201910,4,20194
2022-08-27,Fiscal,6,Saturday,2022,34,202234,8,20228,3,20223
2009-08-12,Fiscal,3,Wednesday,2009,33,200933,8,20098,3,20093
1999-03-23,Fiscal,2,Tuesday,1999,13,199913,3,19993,1,19991
2010-10-30,Fiscal,6,Saturday,2010,43,201043,10,201010,4,20104
2025-03-15,Fiscal,6,Saturday,2025,11,202511,3,20253,1,20251
2006-04-24,Fiscal,1,Monday,2006,17,200617,4,20064,2,20062
2011-03-07,Fiscal,1,Monday,2011,10,201110,3,20113,1,20111
2014-09-07,Fiscal,0,Sunday,2014,37,201437,9,20149,3,20143
2022-12-04,Fiscal,0,Sunday,2022,49,202249,12,202212,4,20224
2018-12-28,Fiscal,5,Friday,2018,52,201852,12,201812,4,20184
2009-02-23,Fiscal,1,Monday,2009,9,200909,2,20092,1,20091
2025-08-17,Fiscal,0,Sunday,2025,34,202534,8,20258,3,20253
1999-07-12,Fiscal,1,Monday,1999,29,199929,7,19997,3,19993
2003-01-19,Fiscal,0,Sunday,2003,4,200304,1,20031,1,20031
2011-02-24,Fiscal,4,Thursday,2011,8,201108,2,20112,1,20111
2013-06-19,Fiscal,3,Wednesday,2013,25,201325,6,20136,2,20132
2022-10-05,Fiscal,3,Wednesday,2022,40,202240,10,202210,4,20224
2007-12-14,Fiscal,5,Friday,2007,50,200750,12,200712,4,20074
2011-09-24,Fiscal,6,Saturday,2011,38,201138,9,20119,3,20113
2005-11-16,Fiscal,3,Wednesday,2005,46,200546,11,200511,4,20054
2021-03-10,Fiscal,3,Wednesday,2021,10,202110,3,20213,1,20211
2018-11-21,Fiscal,3,Wednesday,2018,47,201847,11,201811,4,20184
2013-11-04,Fiscal,1,Monday,2013,45,201345,11,201311,4,20134
2015-05-03,Fiscal,0,Sunday,2015,19,201519,5,20155,2,20152
2022-07-28,Fiscal,4,Thursday,2022,30,202230,7,20227,3,20223
2010-01-31,Fiscal,0,Sunday,2010,5,201005,1,20101,1,20101
2011-06-23,Fiscal,4,Thursday,2011,25,201125,6,20116,2,20112
2008-03-15,Fiscal,6,Saturday,2008,11,200811,3,20083,1,20081
2022-01-31,Fiscal,1,Monday,2022,5,202205,1,20221,1,20221
1999-09-30,Fiscal,4,Thursday,1999,40,199940,10,199910,4,19994
2010-05-04,Fiscal,2,Tuesday,2010,18,201018,4,20104,2,20102
2006-04-14,Fiscal,5,Friday,2006,15,200615,4,20064,2,20062
2000-07-18,Fiscal,2,Tuesday,2000,30,200030,7,20007,3,20003
2022-11-26,Fiscal,6,Saturday,2022,47,202247,11,202211,4,20224
2010-07-24,Fiscal,6,Saturday,2010,29,201029,7,20107,3,20103
2011-01-22,Fiscal,6,Saturday,2011,3,201103,1,20111,1,20111
2001-01-19,Fiscal,5,Friday,2001,3,200103,1,20011,1,20011
2026-05-14,Fiscal,4,Thursday,2026,20,202620,5,20265,2,20262
2004-08-12,Fiscal,4,Thursday,2004,33,200433,8,20048,3,20043
2011-06-10,Fiscal,5,Friday,2011,23,201123,6,20116,2,20112
2014-08-20,Fiscal,3,Wednesday,2014,34,201434,8,20148,3,20143
2022-08-01,Fiscal,1,Monday,2022,31,202231,7,20227,3,20223
2008-07-07,Fiscal,1,Monday,2008,28,200828,7,20087,3,20083
2011-05-23,Fiscal,1,Monday,2011,21,201121,5,20115,2,20112
2013-03-27,Fiscal,3,Wednesday,2013,13,201313,3,20133,1,20131
2023-06-09,Fiscal,5,Friday,2023,23,202323,6,20236,2,20232
2024-10-19,Fiscal,6,Saturday,2024,42,202442,10,202410,4,20244
2007-10-20,Fiscal,6,Saturday,2007,42,200742,10,200710,4,20074
2016-09-10,Fiscal,6,Saturday,2016,36,201636,9,20169,3,20163
2012-11-29,Fiscal,4,Thursday,2012,48,201248,11,201211,4,20124
2023-08-11,Fiscal,5,Friday,2023,32,202332,8,20238,3,20233
2008-05-16,Fiscal,5,Friday,2008,20,200820,5,20085,2,20082
2012-04-05,Fiscal,4,Thursday,2012,14,201214,4,20124,2,20122
2015-08-19,Fiscal,3,Wednesday,2015,34,201534,8,20158,3,20153
2022-01-14,Fiscal,5,Friday,2022,2,202202,1,20221,1,20221
2000-09-07,Fiscal,4,Thursday,2000,37,200037,9,20009,3,20003
2015-12-22,Fiscal,2,Tuesday,2015,52,201552,12,201512,4,20154
2022-04-15,Fiscal,5,Friday,2022,15,202215,4,20224,2,20222
2000-07-06,Fiscal,4,Thursday,2000,28,200028,7,20007,3,20003
2015-08-24,Fiscal,1,Monday,2015,35,201535,8,20158,3,20153
2016-06-28,Fiscal,2,Tuesday,2016,26,201626,6,20166,2,20162
2007-09-10,Fiscal,1,Monday,2007,37,200737,9,20079,3,20073
2026-05-19,Fiscal,2,Tuesday,2026,21,202621,5,20265,2,20262
2007-05-15,Fiscal,2,Tuesday,2007,20,200720,5,20075,2,20072
2000-03-16,Fiscal,4,Thursday,2000,12,200012,3,20003,1,20001
2001-03-20,Fiscal,2,Tuesday,2001,12,200112,3,20013,1,20011
2022-11-22,Fiscal,2,Tuesday,2022,47,202247,11,202211,4,20224
2005-04-08,Fiscal,5,Friday,2005,14,200514,4,20054,2,20052
2011-04-07,Fiscal,4,Thursday,2011,14,201114,4,20114,2,20112
2009-02-24,Fiscal,2,Tuesday,2009,9,200909,2,20092,1,20091
2022-11-02,Fiscal,3,Wednesday,2022,44,202244,10,202210,4,20224
2020-02-07,Fiscal,5,Friday,2020,6,202006,2,20202,1,20201
2001-01-04,Fiscal,4,Thursday,2001,1,200101,1,20011,1,20011
2003-07-17,Fiscal,4,Thursday,2003,29,200329,7,20037,3,20033
2021-02-13,Fiscal,6,Saturday,2021,6,202106,2,20212,1,20211
2006-03-15,Fiscal,3,Wednesday,2006,11,200611,3,20063,1,20061
2016-09-16,Fiscal,5,Friday,2016,37,201637,9,20169,3,20163
2020-05-08,Fiscal,5,Friday,2020,19,202019,5,20205,2,20202
2022-11-23,Fiscal,3,Wednesday,2022,47,202247,11,202211,4,20224
2002-07-12,Fiscal,5,Friday,2002,28,200228,7,20027,3,20023
